_source_id,managed_objects,alarm_type,probable_cause,perceived_severity,state,created_at,updated_at,closed_at,additional_information
qr4s4b20,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:16:08.000Z,,,
trw6ii0m,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:16:11.000Z,,,
krc1jcle,vdu_sblg.tr_successful_call_setup_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACKNOWLEDGED,2025-04-03T20:16:11.000Z,2025-04-03T20:16:20.000Z,,
qa6b437j,vdu_mtlg.vnfc_mtlg6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-03T20:16:15.000Z,2025-04-03T20:16:22.000Z,2025-04-03T20:58:45.000Z,
t4eqy5o6,vdu_sblg.vnfc_sblg1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:16:17.000Z,,,
s511d5tq,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:16:19.000Z,,,
jcmgh20e,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:16:21.000Z,,,
cbyuihbk,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,CLEARED,2025-04-03T20:16:26.000Z,2025-04-03T20:16:36.000Z,2025-04-03T20:23:33.000Z,
lzvuh9wy,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACKNOWLEDGED,2025-04-03T20:16:33.000Z,2025-04-03T20:17:16.000Z,,
9ayf45g2,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-03T20:16:40.000Z,,,
7lawywa7,vdu_cslg.tr_scscfTerminatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,CLEARED,2025-04-03T20:16:42.000Z,2025-04-03T20:17:10.000Z,2025-04-03T20:23:21.000Z,
o0lnmtzr,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-03T20:16:51.000Z,,,
4wmx2swg,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-03T20:16:54.000Z,2025-04-03T20:17:06.000Z,2025-04-03T20:22:26.000Z,
22s8mi1s,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:16:56.000Z,,,
qanaeuo7,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,CLEARED,2025-04-03T20:17:02.000Z,2025-04-03T20:17:11.000Z,2025-04-03T21:03:54.000Z,
pyz18bd1,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:17:11.000Z,,,
7od4rrls,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACKNOWLEDGED,2025-04-03T20:17:16.000Z,2025-04-03T20:17:52.000Z,,
oyj1yvzm,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-03T20:17:16.000Z,,,
mgklcjwm,vdu_udia.vnfc_udia2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,CLEARED,2025-04-03T20:17:25.000Z,2025-04-03T20:17:39.000Z,2025-04-03T21:12:41.000Z,
hpra0kxn,vdu_mtdb.vnfc_mtdb1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,CLEARED,2025-04-03T20:17:28.000Z,2025-04-03T20:17:51.000Z,2025-04-03T20:19:06.000Z,
unowsugk,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-03T20:17:28.000Z,2025-04-03T20:17:41.000Z,,
jlfavbu0,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_MP_DOWN,WARNING,CLEARED,2025-04-03T20:17:32.000Z,2025-04-03T20:17:40.000Z,2025-04-03T20:38:19.000Z,
ltlgu511,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:17:33.000Z,,,
pqjx745c,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-03T20:17:37.000Z,,,
4vmlq7nn,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-03T20:17:46.000Z,,,
yhab8ofc,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-03T20:17:47.000Z,,,
mra2w16f,vdu_sblg.vnfc_sblg1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-03T20:17:56.000Z,2025-04-03T20:18:03.000Z,,
dy0tzlz0,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-03T20:17:56.000Z,2025-04-03T20:18:03.000Z,2025-04-03T21:03:24.000Z,
ikwr45g1,vdu_sblg.vnfc_sblg4,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-03T20:17:58.000Z,,,
1vh8waoa,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_DIAGW_DOWN,CRITICAL,ACTIVE,2025-04-03T20:18:05.000Z,,,
evrdb9xg,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:18:13.000Z,,,
8rizqzkl,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-03T20:18:15.000Z,2025-04-03T20:18:40.000Z,2025-04-03T20:45:16.000Z,
4yewklra,vdu_udia.vnfc_udia1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-03T20:18:17.000Z,,,
5t97kqnx,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:18:24.000Z,,,
x1qsf047,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,CLEARED,2025-04-03T20:18:29.000Z,2025-04-03T20:18:59.000Z,2025-04-03T21:16:12.000Z,
ku6j8n94,vdu_cssips.vnfc_cssips1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,CLEARED,2025-04-03T20:18:35.000Z,2025-04-03T20:18:51.000Z,2025-04-03T20:26:12.000Z,
x5rw4pk8,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-03T20:18:39.000Z,2025-04-03T20:18:49.000Z,2025-04-03T20:57:44.000Z,
suyph0cz,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-03T20:18:46.000Z,,,
zg7tdvmq,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:18:54.000Z,,,
dvgo3a6a,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:19:02.000Z,,,
jnqmfei8,vdu_cslg.vnfc_cslg4,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:19:04.000Z,,,
9ad9kds2,vdu_cssips.vnfc_cssips4,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-03T20:19:10.000Z,,,
b29yeikt,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACKNOWLEDGED,2025-04-03T20:19:16.000Z,2025-04-03T20:19:54.000Z,,
s1ulplc4,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-03T20:19:19.000Z,,,
uthvnu0b,vdu_csdia.vnfc_csdia2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:19:25.000Z,,,
1ll9m4v8,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:19:25.000Z,,,
qwyl7ard,vdu_cssipe.vnfc_cssipe1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,INDETERMINATE,ACKNOWLEDGED,2025-04-03T20:19:26.000Z,2025-04-03T20:20:07.000Z,,
f0l9869r,vdu_cslg.tr_CxTimeoutRate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,CLEARED,2025-04-03T20:19:34.000Z,2025-04-03T20:19:59.000Z,2025-04-03T20:33:59.000Z,
zipzpujg,vdu_mtsip.vnfc_mtsip3,COMMUNICATIONS_ALARM,LINK_TO_DNSGW_DOWN,MINOR,CLEARED,2025-04-03T20:19:39.000Z,2025-04-03T20:20:05.000Z,2025-04-03T20:53:13.000Z,
t607vo1w,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,CLEARED,2025-04-03T20:19:41.000Z,2025-04-03T20:19:57.000Z,2025-04-03T20:22:05.000Z,
x7xi359k,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:19:50.000Z,,,
ntxace69,vdu_cssips.vnfc_cssips5,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-03T20:19:54.000Z,2025-04-03T20:20:14.000Z,2025-04-03T20:54:14.000Z,
be7gwcgg,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-03T20:19:59.000Z,2025-04-03T20:20:16.000Z,2025-04-03T20:58:28.000Z,
qltvrmys,vdu_sbdb.vnfc_sbdb2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-03T20:20:02.000Z,,,
eakt1f30,vdu_cslg.imscore_call_setup_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:20:05.000Z,,,
3my5sz6v,vdu_cslg.tr_scscfTerminatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-03T20:20:13.000Z,2025-04-03T20:20:39.000Z,2025-04-03T20:40:40.000Z,
99480uhq,vdu_scsip.vnfc_scsip4,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:20:20.000Z,,,
rlk3twqb,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,CLEARED,2025-04-03T20:20:22.000Z,2025-04-03T20:20:48.000Z,2025-04-03T20:28:24.000Z,
uskx31ly,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:20:24.000Z,,,
bb7zc0bj,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-03T20:20:33.000Z,,,
stlz99ys,vdu_cssips.vnfc_cssips9,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACKNOWLEDGED,2025-04-03T20:20:35.000Z,2025-04-03T20:21:04.000Z,,
d534cmfn,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-03T20:20:36.000Z,2025-04-03T20:21:08.000Z,,
sg5b2ssp,vdu_csdip.vnfc_csdip2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:20:42.000Z,,,
wafs5vb1,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,CLEARED,2025-04-03T20:20:49.000Z,2025-04-03T20:21:18.000Z,2025-04-03T20:52:42.000Z,
1ib56gzg,vdu_mtdns.vnfc_mtdns3,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:20:53.000Z,,,
rtx466zn,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:20:57.000Z,,,
j3g4rat3,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:21:04.000Z,,,
ds5picrv,vdu_sbdns.vnfc_sbdns1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:21:09.000Z,,,
5j0fztdx,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:21:15.000Z,,,
2tl6jzwo,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:21:22.000Z,,,
izs6pw5t,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-03T20:21:30.000Z,2025-04-03T20:22:25.000Z,,
kt1dm5e7,vdu_mgw.vnfc_mgw3,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:21:36.000Z,,,
dgpizk3r,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:21:42.000Z,,,
c632a6cb,vdu_sblg.tr_call_setup_time,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,CLEARED,2025-04-03T20:21:47.000Z,2025-04-03T20:22:06.000Z,2025-04-03T20:25:16.000Z,
67474jmx,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-03T20:21:50.000Z,,,
pgwdq8n2,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:21:51.000Z,,,
kcnuhutk,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-03T20:21:53.000Z,,,
3lliqnu6,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:21:55.000Z,,,
a916mb0v,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:22:00.000Z,,,
a6c2kc0d,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,CLEARED,2025-04-03T20:22:01.000Z,2025-04-03T20:22:13.000Z,2025-04-03T20:49:58.000Z,
nb0yy4xu,vdu_mgw.vnfc_mgw4,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:22:10.000Z,,,
z6cckb6j,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,CLEARED,2025-04-03T20:22:19.000Z,2025-04-03T20:22:28.000Z,2025-04-03T21:08:00.000Z,
e16s5xbr,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,INDETERMINATE,ACTIVE,2025-04-03T20:22:20.000Z,,,
zvokyju3,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-03T20:22:24.000Z,2025-04-03T20:22:49.000Z,,
uvax6cgf,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-03T20:22:25.000Z,,,
ynj0owfm,vdu_mtdb.vnfc_mtdb2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-03T20:22:33.000Z,,,
r35jt4pb,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACKNOWLEDGED,2025-04-03T20:22:34.000Z,2025-04-03T20:23:18.000Z,,
x9aenfmz,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:22:41.000Z,,,
zjkqdzc1,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-03T20:22:48.000Z,2025-04-03T20:23:36.000Z,,
k8dupkwa,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-03T20:22:54.000Z,,,
n9js1i0o,vdu_mtlg.tr_MMTelMobileTermSessionInviteTotal_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-03T20:22:57.000Z,2025-04-03T20:23:38.000Z,,
jpnc5kpj,vdu_cslg.tr_scscfTotalUserActive_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-03T20:23:06.000Z,,,
8fd1u3v9,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,CLEARED,2025-04-03T20:23:07.000Z,2025-04-03T20:23:14.000Z,2025-04-03T20:41:53.000Z,
whm9zz57,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-03T20:23:10.000Z,2025-04-03T20:23:26.000Z,2025-04-03T20:34:27.000Z,
2wc5udyc,vdu_sbdns.vnfc_sbdns2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:23:13.000Z,,,
ylmmyxdy,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,CLEARED,2025-04-03T20:23:21.000Z,2025-04-03T20:23:44.000Z,2025-04-03T21:06:26.000Z,
gb1vp25o,vdu_mtlg.vnfc_mtlg3,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,INDETERMINATE,ACKNOWLEDGED,2025-04-03T20:23:21.000Z,2025-04-03T20:23:32.000Z,,
pi2pq4cn,vdu_sblg.tr_sbcCounterSipPaToREGISTERInc_increase_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-03T20:23:21.000Z,,,
wy9svl1c,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,CLEARED,2025-04-03T20:23:24.000Z,2025-04-03T20:23:32.000Z,2025-04-03T21:11:09.000Z,
7kp75qcm,vdu_mtdia.vnfc_mtdia1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACKNOWLEDGED,2025-04-03T20:23:27.000Z,2025-04-03T20:24:15.000Z,,
dkqwf94q,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:23:28.000Z,,,
cd3wd6ge,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:23:37.000Z,,,
981ic0lk,vdu_mgw.tr_mgw_H248_fail_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-03T20:23:43.000Z,,,
yd6z6sh5,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-03T20:23:43.000Z,,,
vunz0bp8,vdu_csdia.vnfc_csdia1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-03T20:23:52.000Z,,,
uawzowr2,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,CLEARED,2025-04-03T20:23:56.000Z,2025-04-03T20:24:22.000Z,2025-04-03T20:31:25.000Z,
wikrgi2j,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:23:58.000Z,,,
czx467ig,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-03T20:24:00.000Z,2025-04-03T20:24:05.000Z,2025-04-03T21:08:10.000Z,
mrk7wgg0,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-03T20:24:09.000Z,,,
f9wl3gi9,vdu_mtsip.vnfc_mtsip3,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACKNOWLEDGED,2025-04-03T20:24:11.000Z,2025-04-03T20:24:53.000Z,,
r8qp120x,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACKNOWLEDGED,2025-04-03T20:24:13.000Z,2025-04-03T20:24:53.000Z,,
cwqlk9vv,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-03T20:24:18.000Z,2025-04-03T20:24:24.000Z,,
isbc7fio,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-03T20:24:24.000Z,,,
sobhalgv,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-03T20:24:28.000Z,,,
aby4ky6m,vdu_mtdns.vnfc_mtdns2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-03T20:24:30.000Z,2025-04-03T20:24:48.000Z,2025-04-03T20:58:39.000Z,
agfv4l5j,vdu_mtlg.tr_srvcc_success_ratio,QUALITY_OF_SERVICE_ALARM,CONGESTION,MINOR,CLEARED,2025-04-03T20:24:32.000Z,2025-04-03T20:24:53.000Z,2025-04-03T21:21:31.000Z,
9nv74ay3,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,INDETERMINATE,ACTIVE,2025-04-03T20:24:38.000Z,,,
oh3vg6i3,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACKNOWLEDGED,2025-04-03T20:24:39.000Z,2025-04-03T20:24:52.000Z,,
ss4x9jga,vdu_cslg.vnfc_cslg5,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:24:42.000Z,,,
kfkka0rr,vdu_mtlg.tr_srvcc_success_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,CLEARED,2025-04-03T20:24:44.000Z,2025-04-03T20:25:10.000Z,2025-04-03T21:24:10.000Z,
olcsfgt4,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-03T20:24:47.000Z,2025-04-03T20:24:57.000Z,,
i6h7lley,vdu_cssips.vnfc_cssips6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-03T20:24:50.000Z,2025-04-03T20:25:42.000Z,,
bhzj3c72,vdu_sblg.vnfc_sblg5,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-03T20:24:53.000Z,,,
